StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,solv_dip,LsoluHsolv,LsolvHsolu,DeltaG_sol,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
NPCHNZVQOCCEIW-LDWIPMOCSA-N,CC1(C)[C@H](CC[C@@]1(C)C(O)=O)C(N)=O,Train,-1.103498678,199.25,176.5,140.668,-671.575945,6.9599,0.24029,0.23399,-0.015925,380.0706482,-2.06384,-2.00661,-0.85251,0.8517,-2.91635,,,,,,,,,,,,,,31,10441,13933.5,14809.5,0.709718681,0.734918459,0.945341578,5,30.54791317,-183.0314358,213.579349,4033,0.041450642,0.018659891
NRDWUPPIGBHWAS-ZJUUUORDSA-N,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,Test,0.277740946,332.353,164,262.395,-1149.050876,7.0096,0.13577,0.27564,-0.023826,568.15448,-3.38818,-1.76228,-0.68694,0.84689,-3.38818,,,,,,,,,,,,,,44,16005,20763.5,22026.5,0.693706101,0.743344075,0.990868435,3,406.4595636,-280.7255265,687.1850901,14962,0.045928692,0.017716357
OBVKXTYZYVDEHF-UHFFFAOYSA-N,CCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Test,-1.947267216,368.479,153,317.934,-1186.232535,3.9238,0.23758,0.15172,-0.01792,693.906311,-1.34612,-3.58949,-0.68979,0.83625,-3.48656,,,,,,,,,,,,,,55,14817.5,21824,30290.5,0.379310345,0.594594595,0.727699485,8,-173.0017231,-346.0315073,173.0297842,7959,-0.043476757,0.017843109
OCJBOOLMMGQPQU-UHFFFAOYSA-N,ClC1=CC=C(Cl)C=C1,Train,0.588545704,147.004,53,89.918,-1151.403505,0,0.21637,0.22743,-0.0034,291.9953308,0,-1.07482,-0.23766,0.27205,-0.0134,,,,,,,,,,,,,,12,5829,8928.5,12500,0.396226443,0.566371681,0.878291364,2,80.23868471,0,80.23868471,1301,0.031031476,0.005887598
OFEFIAFAVVRMOS-UHFFFAOYSA-N,O=C1OC(NC2=CC(=CC=C2)N(=O)=O)(NC2=CC(=CC=C2)N(=O)=O)C2=CC=CC=C12,Train,-0.51935619,406.354,265,263.635,-1440.547867,5.531,0.14468,0.22137,-0.026141,633.8422852,-2.80092,-1.01396,-0.67732,0.81886,-3.13108,,,,,,,,,,,,,,44,18516,23996.5,24514,0.547235396,0.803959035,0.809194903,6,282.6502142,-295.9695319,578.6197461,13749,0.041845784,0.018189808
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Train,-1.796677705,319.336,220.5,257.419,-1110.09923,11.082,0.19302,0.19279,-0.024515,537.2033691,-2.05401,-0.93056,-0.7293,0.80651,-4.00851,,,,,,,,,,,,,,41,11889,17318.5,25308,0.433333333,0.632260619,0.70799457,6,162.0000064,-325.8147927,487.8147992,11768,0.039965986,0.013225056
OHFMYIFFLOZSMF-UHFFFAOYSA-N,CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,Train,-1.358088214,356.296,282.46,246.722,-1716.359573,0.0004,0.24715,0.23191,-0.027063,581.6575928,-5.74668,-4.07562,-1.13947,2.55757,-2.78288,,,,,,,,,,,,,,48,11314.5,21474,25301,0.420849421,0.526647807,0.800358276,6,88.33693612,-336.5477539,424.88469,5440,0.029225169,0.005705594
OKJPEAGHQZHRQV-UHFFFAOYSA-N,IC(I)I,Train,-0.516019467,393.732,121.75,97.926,-72.856698,0.9284,0.14133,0.23477,-0.00378,274.4494629,0,-0.96638,-0.96638,0.31257,0.65381,,,,,,,,,,,,,,5,7852.5,7941,10179.5,0.672,0.677419355,0.942256,4,71.7392153,0,71.7392153,972,0.039364179,0.01125667
OLFSCPKAHMFATL-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CC=C(N=C1)C(=O)NC1=CC=CC=C1,Test,-3.200504401,317.347,258,225.293,-1047.604175,6.625,0.16619,0.20347,-0.017001,581.9361572,-1.32266,-1.25922,-0.66488,0.68709,-3.01892,,,,,,,,,,,,,,39,9502,19471,29266.5,0.254901961,0.464841155,0.533829911,5,82.98150928,-184.3190387,267.300548,4720,0.040653183,0.02012276
OLOASFSCLBJEOF-UHFFFAOYSA-N,COC1=C(NC2=CC(C)=C(C=C2N(=O)=O)N(=O)=O)C=CC=C1,Train,-0.91579268,303.274,146,187.828,-1081.330457,12.1296,0.1529,0.19735,-0.018815,509.9413757,-2.20635,-1.75255,-0.70202,0.49508,-1.78075,,,,,,,,,,,,,,35,12539,16831,23593,0.488609454,0.665391426,0.711137652,3,83.29484636,-294.2333228,377.5281691,10138,0.037204142,0.01461211
ONCZDRURRATYFI-TVJDWZFNSA-N,CO\N=C(\C(=O)OC)C1=C(CO\N=C(/C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,Train,0.08790873,408.377,72.9,244.284,-1483.167473,6.4931,0.18653,0.21221,-0.015048,685.6177368,-2.00954,-1.39894,-0.74903,1.09626,-3.35228,,,,,,,,,,,,,,48,17543.5,24164,27004,0.660727076,0.712365554,0.807899398,7,-71.72560611,-291.3259282,219.6003221,3532,-0.032897749,0.009292299
ORILYTVJVMAKLC-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C3,Train,0.246296012,136.237,267.75,120.469,-390.520757,0.0007,0.25501,0.25083,-0.000606,317.9670105,0,-3.86151,-0.45697,0.24819,0,,,,,,,,,,,,,,26,10507,10608,10629.5,0.934090921,0.95338777,0.998614965,0,0,0,0,0,0,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,Train,-0.369151016,299.37,155,178.928,-978.644388,4.1996,0.24652,0.17092,-0.016138,500.4998474,-1.87389,-2.93641,-0.78549,0.51383,-2.43349,,,,,,,,,,,,,,43,14576.5,17987.5,20703,0.612555127,0.817212375,0.922187055,8,-135.4722443,-267.6865349,132.2142906,5103,-0.050225717,0.023456878
OSZUGFVVDWLSBH-UHFFFAOYSA-N,CCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.642960017,410.56,134,328.605,-1304.090244,12.7557,0.22784,0.15623,-0.0227,793.1757202,-1.30613,-5.00139,-0.68804,0.84168,-3.45035,,,,,,,,,,,,,,64,18019.5,25916.5,34103,0.329842034,0.549902428,0.56588946,3,-75.52485065,-419.8995476,344.374697,10668,0.032228386,0.007595557
OXNIZHLAWKMVMX-UHFFFAOYSA-N,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Train,0.456469311,229.106,122,137.331,-920.941113,2.2814,0.09922,0.2879,-0.017045,364.3242188,-2.93496,0.23968,-0.6403,0.54539,-1.41561,,,,,,,,,,,,,,19,8513.5,9271,17135,0.45398773,0.468321954,0.915145397,4,213.7723852,-115.0743975,328.8467827,6722,0.048920973,0.014176646
PCCSBWNGDMYFCW-UHFFFAOYSA-N,CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,Train,-0.135580637,374.396,141.4,256.482,-1259.335584,3.1556,0.21354,0.20396,-0.019616,644.4354248,-2.2741,-1.74366,-0.68831,0.96161,-3.09393,,,,,,,,,,,,,,46,13084.5,25651,26389,0.415600275,0.439272691,0.88678811,8,39.35603396,-224.3343484,263.6903824,3555,0.02753648,0.006045682
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,Train,-0.083983947,303.336,137,182.95,-1034.900911,2.4714,0.22502,0.1642,-0.017811,589.0054932,-1.29088,-1.34516,-0.87043,0.93679,-3.86207,,,,,,,,,,,,,,40,9464.5,23993.5,24652,0.348066971,0.385200761,0.904547674,8,-18.59285559,-229.138035,210.5451794,4455,0.036469026,0.011897926
PCZOHLXUXFIOCF-BXMDZJJMSA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,Train,-0.778343399,404.547,173.47,334.975,-1311.92005,8.5407,0.23112,0.19321,-0.021882,696.4799194,-3.23587,-6.00675,-0.80417,0.85007,-3.23587,,,,,,,,,,,,,,65,20628,23807,28537.5,0.604496025,0.729933593,0.986305153,7,-9.082803573,-271.6058828,262.5230792,6919,0.037930756,0.014563069
PDRGHUMCVRDZLQ-WMZOPIPTSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C3C=CC(O)=CC3=CC=C21,Test,-0.918843431,266.34,256.5,229.663,-846.983055,2.5035,0.20545,0.18471,-0.013729,474.1524963,-1.33047,-3.54014,-0.72504,0.63771,-1.33047,,,,,,,,,,,,,,38,10276,15234,22458,0.468177824,0.581018537,0.881591983,6,27.9991195,-155.8323176,183.8314371,2518,0.039398553,0.020336301
PFURGBBHAOXLIO-PHDIDXHHSA-N,O[C@@H]1CCCC[C@H]1O,Train,-0.245512668,116.16,103.5,93.679,-386.181852,3.599,0.25918,0.23865,-0.011175,295.4612732,-1.59584,-1.81386,-0.79792,0.50767,-1.59584,,,,,,,,,,,,,,20,7980,8566,11819,0.73553719,0.886184776,0.967479675,7,-47.80591101,-138.7894192,90.9835082,2476,-0.056053885,0.020752093
PFVCRIULCASTAH-ZMGSENCKSA-N,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)\C2=C(/O)C1=CC=CC=C1,Train,-0.235201593,256.345,90,235.446,-810.034594,7.3113,0.19605,0.1995,-0.014177,475.0104065,-1.31292,-3.95784,-0.69149,0.58408,-1.31292,,,,,,,,,,,,,,39,11947,17696,19390,0.601418031,0.638114695,0.966147354,5,-28.19398587,-202.5444229,174.350437,4645,0.034219952,0.011021972
PJHUABJTDFXYRQ-UHFFFAOYSA-N,O=C(N=N#N)C1=CC=CC=C1,Train,0.85748448,147.136,28,114.583,-509.12895,4.2804,0.17039,0.24858,-0.006358,324.7186279,-0.61408,-0.58402,-0.61408,0.66312,-0.72449,,,,,,,,,,,,,,16,6011.5,9754.5,14430,0.342541436,0.525423732,0.617041809,4,29.93175091,-74.98627095,104.9180219,3010,0.030202365,0.005450269
POOSGDOYLQNASK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC,Train,-2.585282514,338.661,50.69,358.29,-944.125707,0,0.27162,0.25723,-0.002807,885.6982422,0,-11.50996,-0.688,0.23772,0,,,,,,,,,,,,,,74,5566.5,35783.5,36505,0.142034553,0.159448808,0.915662651,0,0,0,0,0,0,0
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(O)=O,Train,0.481329133,200.321,43.6,179.743,-621.953134,2.1139,0.25189,0.26126,-0.008204,517.9154053,-1.3797,-4.58963,-0.72909,0.83166,-1.3797,,,,,,,,,,,,,,38,5801,19594.5,21054,0.244224422,0.296162556,0.824175824,5,-10.36758134,-80.09042458,69.72284324,1577,-0.046089115,0.012562976
PPJVBBJMDLANLB-UHFFFAOYSA-N,O=N(=O)C1=CC=C(C2=C1C=CC=C2N(=O)=O)N(=O)=O,Train,-0.487933625,263.166,148.5,132.706,-999.305621,5.7794,0.11093,0.26208,-0.01794,406.0344238,-2.303,-0.69608,-0.40366,0.52403,-0.73465,,,,,,,,,,,,,,24,9911.5,11910.5,18937.5,0.531145318,0.581050264,0.915591309,3,148.1906587,-227.8532971,376.0439559,8561,0.043925237,0.012534138
PROQIPRRNZUXQM-ZXXIGWHRSA-N,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Train,-1.948105681,288.387,281.25,239.67,-925.732726,1.0471,0.24229,0.19189,-0.015118,502.0679321,-2.32978,-4.33421,-0.80325,0.52149,-2.32978,,,,,,,,,,,,,,45,10890.5,17239,23776,0.441490921,0.557147764,0.814987852,7,-0.77685302,-151.9249573,151.1481043,2451,-0.031154441,0.00880378
PROUDSLIHYGGFR-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=NC=CC=C2)C=C1)C1=NC=CC=C1,Test,-2.803914386,318.335,271.5,234.202,-1063.665678,6.8218,0.18543,0.17981,-0.019174,577.3005371,-1.34228,-0.54339,-0.67116,0.65671,-3.53058,,,,,,,,,,,,,,38,6532.5,17681,29806,0.198717963,0.385127642,0.512195122,4,-33.18696436,-296.5561648,263.3692004,6619,-0.044803772,0.017752997
PRPINYUDVPFIRX-UHFFFAOYSA-N,OC(=O)CC1=CC=CC2=CC=CC=C12,Train,0.516299798,186.21,131.75,143.256,-613.656092,2.0238,0.2047,0.19689,-0.010827,381.9020996,-1.36461,-1.49898,-0.72518,0.82944,-1.36461,,,,,,,,,,,,,,24,10106.5,11231.5,16932,0.566154704,0.653992375,0.975550002,6,-13.21007651,-144.2185508,131.0084743,3002,-0.043555949,0.015910958
PRWFRMQHEAGAIW-UHFFFAOYSA-N,CCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.658384817,382.506,150.5,298.64,-1225.514893,9.0924,0.23721,0.1582,-0.017492,730.7042847,-1.32282,-4.06847,-0.68766,0.83598,-3.46028,,,,,,,,,,,,,,58,19865.5,20856,31968,0.430968477,0.447130444,0.947809126,4,-40.18186534,-306.3984889,266.2166235,6991,-0.043827562,0.019693407
PSPMLTCJDRSKFJ-UHFFFAOYSA-N,CNC(=O)C(=N#N)C(=O)OC,Train,0.35852951,157.129,76,99.502,-584.579158,6.6982,0.15999,0.23656,-0.016261,344.8730774,-1.84824,0.45283,-0.66337,0.79362,-2.33926,,,,,,,,,,,,,,18,6969.5,10660,14584.5,0.40555554,0.587301587,0.730592605,3,-9.681456107,-224.9916724,215.3102163,4012,0.041911744,0.020549768
PSVPUHBSBYJSMQ-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C=O)C=C1,Train,-1.325526145,184.216,158.25,116.759,-933.389341,5.6955,0.15339,0.25845,-0.017716,361.3369141,-2.53999,-1.74604,-0.98115,2.15221,-0.38778,,,,,,,,,,,,,,20,8151.5,11451.5,15194.5,0.532685695,0.614761497,0.817391304,3,96.00986173,-211.0711355,307.0809972,7611,0.040346997,0.01081887
PTFIPECGHSYQNR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC1=CC=CC(O)=C1,Train,0.676000641,304.516,51.125,265.506,-896.742992,1.4057,0.24403,0.19935,-0.006824,732.0383911,-0.72845,-7.99246,-0.72845,0.5225,-0.72845,,,,,,,,,,,,,,58,9505.5,31080,32302,0.252032533,0.299310278,0.791095949,3,-6.847739083,-80.90685122,74.05911214,2748,-0.029442086,0.007487805
PTXOYBPJOMEDBV-UHFFFAOYSA-N,O=C1OC(=O)C2C3=C(C=CC=C3)C1C1=C2C=CC=C1,Train,-1.097351032,250.254,197.5,164.443,-841.280582,7.7116,0.19643,0.24066,-0.014199,436.3017273,-1.71448,-0.96402,-0.57908,0.85873,-1.71448,,,,,,,,,,,,,,29,12228,12424.5,17652,0.689265537,0.983471072,1,2,58.07919132,-198.9711906,257.0503819,7802,0.032946729,0.006481483
PUUPGXQPWDWTPH-GTPODGLVSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C(C)C,Test,-1.659681409,456.753,127.5,350.053,-1362.441829,3.052,0.25216,0.20933,-0.008021,824.9037476,-1.21588,-11.24091,-0.68478,0.84516,-1.21588,,,,,,,,,,,,,,85,12081,34125.5,37901,0.309020502,0.334183648,0.870707693,5,-86.47702895,-92.44514157,5.968112622,1700,-0.049253598,0.015703134
PVILRJKUAKYHEK-UHFFFAOYSA-N,COC(=O)C1=CC(=CC(OCC2=CC=NC=C2)=C1)C(=O)OC,Train,-0.70084644,301.299,101.75,241.802,-1049.4384,3.9237,0.18367,0.22144,-0.019658,568.2943726,-2.92609,-0.30464,-0.64267,0.83257,-3.41149,,,,,,,,,,,,,,37,15325.5,16322.5,24118.5,0.499457576,0.506912442,0.892259005,7,51.25199345,-230.093064,281.3450574,4712,0.037113027,0.009729332
PVNIIMVLHYAWGP-UHFFFAOYSA-N,OC(=O)C1=CC=CN=C1,Train,-1.499232252,123.111,234.875,99.205,-436.815021,0.9453,0.18038,0.24887,-0.00967,281.5075989,-1.35578,0.26661,-0.71809,0.81337,-1.84183,,,,,,,,,,,,,,14,5739.5,7928,12287.5,0.410596026,0.543859649,0.718177871,6,14.33331228,-97.39735026,111.7306625,2033,0.031836955,0.006739573
PZIBZJJQCSJKLC-UHFFFAOYSA-N,ClC1=CC=CC2=C1C=CC1=NC3=CC=CC=C3N(=O)=C21,Test,-1.30213449,280.713,193,151.179,-1259.879065,1.7764,0.14922,0.20203,-0.007903,455.0148315,-0.5443,-1.5537,-0.5443,0.28475,-0.86064,,,,,,,,,,,,,,29,7887.5,12595.5,23483.5,0.283783784,0.425675676,0.626659194,5,32.56273567,-76.95256782,109.5153035,2146,0.030258326,0.005878664
QBPFLULOKWLNNW-UHFFFAOYSA-N,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2=O,Test,-1.6005955,240.215,193.25,210.128,-839.128804,0.7814,0.13,0.22335,-0.009631,400.512207,-2.66445,-0.02038,-0.70668,0.55586,-2.66445,,,,,,,,,,,,,,26,7528,10379,20405,0.328042341,0.45,0.724867725,9,22.44646463,-104.6008147,127.0472793,1818,0.031095162,0.006372132
QCDYQQDYXPDABM-UHFFFAOYSA-N,OC1=CC(O)=CC(O)=C1,Train,0.534039156,126.112,216.75,98.299,-457.857665,3.69,0.24294,0.19959,-0.014859,285.6192017,-2.16342,-0.17714,-0.7215,0.52466,-2.16342,,,,,,,,,,,,,,15,6832,7190,12667,0.446043165,0.476923077,0.968790109,4,48.61710066,-135.552714,184.1698147,3391,-0.032398382,0.008732222
QCXJEYYXVJIFCE-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)C(O)=O,Train,-1.292430062,179.175,257,113.076,-628.752621,7.7862,0.19383,0.21738,-0.016197,374.9758301,-2.04205,-0.19148,-0.77695,0.80898,-2.66907,,,,,,,,,,,,,,22,6293.5,11631.5,17321,0.354368932,0.547294162,0.632478632,6,81.45180766,-165.2577343,246.7095419,4690,0.04515683,0.020906262
QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)C1=CC=C(O)C=C1,Train,0.430177531,194.23,70,149.181,-653.141096,1.7351,0.21005,0.21547,-0.011302,435.4263306,-1.92793,-1.7905,-0.71079,0.81811,-1.92793,,,,,,,,,,,,,,28,7464.5,13968,19327,0.309623431,0.50107614,0.579365028,6,-8.133650593,-105.7447606,97.61110997,1752,-0.049783514,0.014840031
QGBSISYHAICWAH-UHFFFAOYSA-N,N\C(N)=N/C#N,Train,-0.687403465,84.0806,208.5,69.261,-297.608688,10.9227,0.22366,0.22054,-0.023343,237.1225433,0,1.07829,-0.84358,0.6444,-2.8936,,,,,,,,,,,,,,10,4877.5,6990,9404.5,0.459259307,0.613861386,0.718829781,2,35.23027886,-243.2585785,278.4888573,4122,0.067561586,0.030997279
QGZBWVROTIMWPF-AWEZNQCLSA-N,[H][C@@](CC1=CC=C(O)C=C1)(N(CCC#N)CCC#N)C(O)=O,Train,0.175105621,287.318,123.5,172.42,-971.529838,5.4993,0.21624,0.21123,-0.028114,528.0297241,-2.07198,-1.62127,-0.72506,0.8254,-3.43162,,,,,,,,,,,,,,38,15945,18818,19606.5,0.661766583,0.770860417,0.792298475,5,264.2672132,-264.3818795,528.6490927,11669,0.045303719,0.016704269
QIJZEVMDXMIRHM-AEMDVCDZSA-N,CCC12SC3S[C@@H](S[C@](CC)(S3)S1)S2,Train,-2.17692864,300.579,250,228.935,-2701.052553,0.8873,0.22003,0.20093,-0.010166,420.1835022,0,-5.05361,-0.78482,0.3324,1.80842,,,,,,,,,,,,,,26,11966.5,15372,16523.5,0.689655157,0.739777834,0.879015299,8,1.025461649,-107.0987863,108.124248,1021,-0.029598796,0.005760266
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,Train,-0.98281575,284.483,69.435,269.722,-857.684032,2.1126,0.25191,0.26069,-0.00905,710.6730347,-1.37966,-7.32505,-0.72914,0.83162,-1.37966,,,,,,,,,,,,,,56,20896.5,21545.5,29573.5,0.221326385,0.235849057,0.239616611,5,-6.203470981,-78.17855424,71.97508326,1549,-0.045650225,0.012988463
QJAIOCKFIORVFU-UHFFFAOYSA-N,CN(C)C1=CC=C(C=C1)N(=O)=O,Train,-1.722553688,166.18,163.5,132.726,-570.622251,12.5823,0.17282,0.19733,-0.013728,356.007843,-0.9157,-1.67979,-0.47686,0.48117,-0.86975,,,,,,,,,,,,,,22,6973,9787,16014.5,0.425287356,0.637931034,0.649122807,2,95.90475445,-228.2762877,324.1810422,7514,0.043143604,0.009741017
QJVXKWHHAMZTBY-GCPOEHJPSA-N,COC1=CC(\C=C\CO)=CC(OC)=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Train,-2.676107361,372.372,191,253.103,-1338.899124,4.1999,0.21174,0.18795,-0.027411,642.713562,-6.24588,-0.73411,-0.80672,0.52404,-6.24588,,,,,,,,,,,,,,50,15878.5,22964.5,28428.5,0.498964734,0.630895269,0.763681952,9,-140.3021056,-397.8201933,257.5180877,7985,-0.042351994,0.017661518
QLZHNIAADXEJJP-UHFFFAOYSA-N,OP(O)(=O)C1=CC=CC=C1,Train,0.371741675,158.094,160,130.911,-799.892478,5.8586,0.20931,0.24668,-0.018678,324.0198059,-3.2102,-1.61017,-1.1247,2.40804,-0.80216,,,,,,,,,,,,,,17,7609.5,9821.5,13326,0.636416959,0.728347721,0.924342112,3,23.78001285,-174.8440818,198.6240947,4968,0.039980695,0.021475412
QMGVPVSNSZLJIA-FVWCLLPLSA-N,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],Train,-2.403715714,334.418,282,244.14,-1073.099886,6.0534,0.23345,0.18596,-0.013208,499.9667053,-1.28611,-3.29938,-0.67506,0.70505,-2.31095,,,,,,,,,,,,,,47,13815,16030,22937,0.62528168,0.759924971,0.787234004,6,11.9313934,-182.4019045,194.3332979,5674,0.028125615,0.004936794
QPPBRPIAZZHUNT-UHFFFAOYSA-N,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,Train,-1.388288632,264.308,236,166.311,-1193.857803,9.0157,0.2066,0.2021,-0.020426,477.8361206,-1.93199,-1.28852,-0.97666,2.33096,-2.41089,,,,,,,,,,,,,,30,12001,17885,18041.5,0.522110808,0.62037037,0.822293394,8,-58.12802804,-308.5991464,250.4711184,5423,-0.052511176,0.020684749
QRXWMOHMRWLFEY-UHFFFAOYSA-N,NNC(=O)C1=CC=NC=C1,Train,-0.893415339,137.141,171,88.859,-472.240308,3.0899,0.18398,0.24645,-0.013412,312.5684204,-0.67395,0.08331,-0.73083,0.65999,-2.36807,,,,,,,,,,,,,,17,6583,9485,13264.5,0.458064516,0.62471084,0.707006446,5,48.82318665,-132.1002147,180.9234014,4127,0.040830824,0.016177554
QSACCXVHEVWNMX-UHFFFAOYSA-N,CC(=O)NC1=CC=CC=C1C(O)=O,Test,-0.698970004,179.175,184.375,128.009,-628.750284,4.0304,0.18439,0.21221,-0.01137,366.809845,-2.04521,-0.18326,-0.77526,0.81554,-2.6872,,,,,,,,,,,,,,22,8241,9228,16958.5,0.431137725,0.493333333,0.87293334,5,16.78539522,-110.047498,126.8328933,1881,-0.049906934,0.016474426
QVNDSQQNODQYJM-YHUYYLMFSA-N,OC(=O)[C@H]1[C@H]([C@H]([C@@H]1C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,Train,-1.207123417,296.323,239,222.443,-996.257981,4.1493,0.22734,0.22027,-0.017801,525.0986938,-2.71073,-1.97913,-0.72297,0.84325,-2.71073,,,,,,,,,,,,,,38,14762.5,17374,19372.5,0.603577596,0.67840217,0.841897275,9,-21.27351261,-226.3306426,205.05713,4088,-0.044646061,0.016010432
QWCRAEMEVRGPNT-UHFFFAOYSA-N,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,Train,-0.641551849,385.509,103.5,339.298,-1242.756392,4.1688,0.21721,0.18716,-0.017085,699.7366943,-1.27448,-3.77216,-0.63773,0.73188,-3.92988,,,,,,,,,,,,,,59,10166,27681.5,31590.5,0.300561806,0.343310198,0.8486816,8,-33.57880558,-232.1905517,198.6117461,5659,0.029002576,0.006713816
QXSAKPUBHTZHKW-UHFFFAOYSA-N,NC(=O)C1=CC=C(O)C=C1,Train,-0.906578621,137.138,160,91.712,-476.11167,4.0993,0.21263,0.21604,-0.015951,310.2324524,-1.41112,-0.17372,-0.85818,0.66743,-2.2693,,,,,,,,,,,,,,17,6131.5,9128,13912,0.4,0.578947368,0.674556152,4,38.25518747,-153.3956765,191.650864,2517,0.044510405,0.018051258
RAYRRTBHPMNPSP-UHFFFAOYSA-N,NC1=C(NC2=CC=CC=C2)C=CC=C1Cl,Train,0.204247063,218.686,116,140.294,-1033.469583,1.869,0.22979,0.17473,-0.00813,422.1931458,0,-1.77811,-0.86969,0.43582,-1.54142,,,,,,,,,,,,,,26,9167.5,14558,18720,0.449592884,0.649792497,0.713989455,12,66.39748783,-49.4977309,115.8952187,2664,0.037613314,0.013402623
RBKZPLGVRVCFHO-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)C1C(C1C1=CC=CC=C1)C(O)=O,Train,-0.752986964,296.323,198,187.502,-996.235435,5.0547,0.1912,0.21325,-0.016741,549.1135864,-2.51633,-1.86774,-0.71317,0.82657,-2.51633,,,,,,,,,,,,,,38,15707.5,19522,19735,0.543131785,0.658815736,0.843326847,9,4.752816472,-214.1017571,218.8545735,5307,0.032868081,0.007750378
RBNWAMSGVWEHFP-WAAGHKOSSA-N,CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,Train,-0.66756881,172.268,105,152.205,-543.338389,3.211,0.25026,0.23866,-0.009592,381.2590332,-1.61225,-3.7671,-0.80738,0.5041,-1.61225,,,,,,,,,,,,,,32,8594,13432,15800.5,0.567293927,0.641618497,0.973510045,4,-16.13918274,-114.8717291,98.73254632,2626,-0.043743994,0.014055098
RBOXVHNMENFORY-DNJOTXNNSA-N,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,Train,-0.936435936,301.386,111.75,209.654,-979.853632,2.0462,0.25257,0.17867,-0.011451,496.5064392,-1.90281,-3.37592,-0.79829,0.51303,-2.46485,,,,,,,,,,,,,,45,14443,17551.5,20348.5,0.622348131,0.802761627,0.934502046,9,-97.82685853,-173.0340751,75.20721658,2277,-0.038313834,0.013652563
