StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,solv_dip,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
CVQODEWAPZVVBU-UHFFFAOYSA-N,Cc1cc(C)cc(c1)OC(=O)NC,Train,-2.58,179.2182,99,138.325,-593.983889,-0.012553,3.4714,0.30682,0.26424,414.4380188,-1.27589,-1.50809,-0.70908,0.93095,-1.95299,,,,,,,,,,,,,,26,21173.5,24976.5,32396.5,0.551959824,0.737016031,0.746497651,5,-68.26858769,-175.203063,106.9344753,2881,0.034674015,0.013509456
CWJSHJJYOPWUGX-UHFFFAOYSA-N,CC(C)OC(=O)Nc1cccc(c1)Cl,Train,-3.38497,213.6633,39,158.523,-1053.591641,-0.010035,6.0035,0.29229,0.26113,431.9839172,-1.26881,-1.33788,-0.70838,0.94397,-1.92924,,,,,,,,,,,,,,26,17384,26642,36533.5,0.514484462,0.62179778,0.781815326,5,3.86312344,-151.3265432,155.1896667,4599,-0.032904228,0.012091988
CYFLXLSBHQBMFT-UHFFFAOYSA-N,Cc1c(C)oc(n1)NS(=O)(=O)c1ccc(cc1)N,Test,-2.44,267.302,185,176.697,-1214.910674,-0.02259,11.0449,0.27392,0.24863,482.2610779,-2.39772,-1.61154,-0.96625,2.30599,-2.35981,,,,,,,,,,,,,,31,26120,32408,34815.5,0.65247668,0.771548417,0.939557946,6,-33.05884767,-315.6601915,282.6013438,4986,-0.055842637,0.019179557
CZGCEKJOLUNIFY-UHFFFAOYSA-N,c1cc(ccc1Cl)[N+](=O)[O-],Train,-2.92,157.5561,83.41665,111.158,-896.313239,-0.008504,4.4842,0.20475,0.31249,305.4895935,-0.8155,-0.84129,-0.40775,0.50079,-0.29059,,,,,,,,,,,,,,14,11249,17069,26422,0.400900887,0.556962025,0.702702662,8,32.52415029,-110.701659,143.2258093,2651,-0.041758453,0.011466399
CZMRCDWAGMRECN-UGDNZRGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@]1(CO)[C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O,Train,0.79,342.2992,186,229.073,-1297.661743,-0.031679,6.0748,0.29706,0.2916,493.2972412,-8.24099,0.65766,-0.81677,0.52775,-8.24099,,,,,,,,,,,,,,45,27270,35228.5,37325,0.694583487,0.714285714,0.982271898,8,67.32635474,-294.9191294,362.2454842,7299,0.044757927,0.022027391
DCUJJWWUNKIJPH-UHFFFAOYSA-N,c1cc(C(Cl)(Cl)Cl)nc(c1)Cl,Train,-3.76,230.9084,63,144.698,-2125.938082,-0.006083,5.5512,0.24116,0.30502,357.5361938,0,-0.50187,-0.45923,0.28039,-0.33194,,,,,,,,,,,,,,14,18422,21147.5,27623,0.70754717,0.859071382,0.865270694,4,60.16719633,-86.83357785,147.0007742,3450,0.041962111,0.012112546
DEWLEGDTCGBNGU-UHFFFAOYSA-N,C(C(CCl)O)Cl,Test,-0.11,128.9858,-4,73.81,-1113.503848,-0.010303,3.3473,0.30176,0.3208,271.3773193,-0.7863,-0.88874,-0.7863,0.5108,-1.00175,,,,,,,,,,,,,,12,13266,18054,18360,0.66253874,0.69289193,0.875436492,2,86.00115423,-88.01576645,174.0169207,4223,0.041206943,0.011930063
DFCAFRGABIXSDS-UHFFFAOYSA-N,CCN(C1CCCCC1)C(=O)SCC,Test,-3.4,215.353,11.5,164.473,-959.759361,-0.006759,3.1424,0.31373,0.2636,442.8586121,-0.67692,-4.14751,-0.70404,0.55726,-1.04885,,,,,,,,,,,,,,35,22338,29102,35213,0.550458663,0.699574512,0.728244215,4,-21.64779544,-93.33553306,71.68773762,2754,0.026030406,0.004721195
DFOXKPDFWGNLJU-UHFFFAOYSA-N,CC(C(C)(C)C)O,Train,-0.62,102.176,5,115.646,-312.151629,-0.00583,2.2715,0.31619,0.29593,291.6720581,-0.80819,-2.79845,-0.80819,0.50928,-0.80819,,,,,,,,,,,,,,21,16950,18453,21018.5,0.9002564,0.939906244,0.971005412,3,-11.46369357,-54.69540898,43.23171541,1302,0.032393349,0.013975429
DFPAKSUCGFBDDF-UHFFFAOYSA-N,c1cc(cnc1)C(=O)N,Test,0.61,122.1262,129.5,82.207,-416.937362,-0.015377,7.4789,0.25308,0.2915,288.7565308,-0.68598,0.10927,-0.84726,0.66756,-2.02008,,,,,,,,,,,,,,15,12109,16586,24277.5,0.449241572,0.614789159,0.824644643,2,39.3805586,-179.2389615,218.6195201,4527,0.048292361,0.020519328
DFXQXFGFOLXAPO-UHFFFAOYSA-N,c1cc(c(cc1C(=O)O)[N+](=O)[O-])Cl,Train,-2.66815,201.5659,181.75,101.746,-1084.867772,-0.017584,2.9816,0.19374,0.3243,347.6925964,-2.08994,0.12474,-0.70969,0.81786,-1.51315,,,,,,,,,,,,,,17,15351.5,19309.5,30517,0.469502766,0.557894737,0.795516825,4,138.1881783,-158.1098263,296.2980046,6515,0.044926474,0.019978096
DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,Train,-0.43,118.1754,-100,103.294,-387.3682,-0.006707,3.0015,0.32713,0.28829,344.4158325,-1.25529,-1.98931,-0.71786,0.39009,-1.25529,,,,,,,,,,,,,,22,16061.5,21997.5,26367.5,0.537117909,0.742391629,0.810072739,2,-33.72512342,-96.16042063,62.43529721,2671,0.023375252,0.001909465
DHMQDGOQFOQNFH-UHFFFAOYSA-N,O=C(O)CN,Train,0.521792,75.067,240,51.081,-284.406253,-0.016585,7.5405,0.2942,0.29515,221.2525482,-1.40996,0.41808,-0.95861,0.80864,-2.36857,,,,,,,,,,,,,,10,10845.5,13228.5,14475,0.6375,0.786259542,0.965266451,2,40.19205397,-174.904252,215.096306,4189,0.051347889,0.019036996
DHXVGJBLRPWPCS-UHFFFAOYSA-N,C1CCOCC1,Train,-0.03,86.1334,-45,76.179,-271.666516,-0.004117,2.1912,0.32719,0.27833,258.708252,-0.62626,-1.71465,-0.62626,0.25012,-0.62626,,,,,,,,,,,,,,16,13705,14922,18354.5,0.769246228,0.824561444,0.976838932,3,-54.86486647,-57.0382727,2.173406232,1268,-0.044982865,0.012956952
DKMROQRQHGEIOW-UHFFFAOYSA-N,CCOC(=O)CCC(=O)OCC,Train,-0.959,174.1962,-20,119.003,-614.073553,-0.01192,1.3981,0.31457,0.30584,403.8544312,-2.43697,-1.15514,-0.71873,0.838,-2.43697,,,,,,,,,,,,,,26,18604.5,27185,32124,0.511538464,0.679462952,0.737812801,4,-89.61164699,-180.2312642,90.61961724,4320,-0.0417202,0.015500754
DLVAUVPZQHGFJC-UHFFFAOYSA-N,CN(CC(=O)N)C(=O)COC(=O)c1ccccc1,Train,-0.918,250.2536,101.5,192.475,-875.99504,-0.022024,8.3665,0.24777,0.27241,467.513855,-2.58158,-0.12939,-0.85136,0.83252,-3.92947,,,,,,,,,,,,,,32,19962,30954.5,40838,0.502431999,0.628385158,0.796027763,4,33.84326328,-267.9663949,301.8096582,5155,-0.051981842,0.022208083
DMDGGSIALPNSEE-UHFFFAOYSA-N,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)C(F)(F)F,Train,-3.02,331.2841,271.25,175.826,-1870.514266,-0.033278,10.5606,0.24038,0.27964,453.0450439,-3.8298,0.0149,-1.13281,2.30206,-2.97517,,,,,,,,,,,,,,28,21624.5,25220,38255,0.548365459,0.655125628,0.873994472,4,72.97979162,-369.5977392,442.5775309,5385,0.066570373,0.027770483
DMEGYFMYUHOHGS-UHFFFAOYSA-N,C1CCCCCC1,Train,-3.52,98.1876,-10,101.599,-275.022269,-0.000684,0.0037,0.32434,0.3277,290.4169312,0,-3.29801,-0.47429,0.24255,0,,,,,,,,,,,,,,21,16668,17242.5,21988.5,0.75739645,0.96471061,0.977011494,0,0,0,0,0,0,0
DNJIEGIFACGWOD-UHFFFAOYSA-N,CCS,Test,-0.6,62.1294,-147.9,57.129,-477.972817,-0.004114,2.3805,0.30896,0.26461,217.2097015,0,-1.29349,-0.70393,0.25714,-0.12381,,,,,,,,,,,,,,9,10328,12793,13840.5,0.635802469,0.695285641,0.903508772,2,9.71076699,-53.56752833,63.27829532,2478,0.025536035,0.003408715
DPJCXCZTLWNFOH-UHFFFAOYSA-N,c1ccc(c(c1)N)[N+](=O)[O-],Train,-1.96,138.1256,72,84.979,-492.058383,-0.011311,7.4185,0.22196,0.26064,295.538208,-0.91471,-0.73625,-0.79305,0.48381,-1.22395,,,,,,,,,,,,,,16,12998,14647,26054,0.439393939,0.480662983,0.945431515,2,31.91940194,-152.2278413,184.1472433,4274,0.043085457,0.018079111
DPSPPJIUMHPXMA-UHFFFAOYSA-N,CC1CCc2cc(cc3c2n1cc(c3=O)C(=O)O)F,Train,-3.7326,261.2521,254,181.816,-920.892559,-0.023201,14.5314,0.23585,0.27082,436.6315002,-2.10928,-0.65873,-0.74307,0.80753,-2.81478,,,,,,,,,,,,,,31,21280,23810.5,39926,0.601294709,0.679034944,0.883094554,3,179.4147776,-303.7222699,483.1370475,9923,0.048688607,0.012399536
DQJCHOQLCLEDLL-UHFFFAOYSA-N,Cc1cccc2c1n1cnnc1s2,Train,-2.07,189.2344,187.25,101.412,-909.514086,-0.014859,9.1311,0.2715,0.26508,346.7327271,0,-1.15415,-0.70964,0.44459,-0.67319,,,,,,,,,,,,,,20,15693.5,17478,31611,0.469189781,0.544973545,0.877070994,2,81.55113855,-183.3268603,264.8779989,7205,0.036763081,0.008387275
DQWPFSLDHJDLRL-UHFFFAOYSA-N,CCOP(=O)(OCC)OCC,Train,0.43,182.1559,-56.2,119.334,-879.867364,-0.013768,5.8005,0.31877,0.31526,412.8551636,-3.76902,-2.50804,-1.13839,2.63711,-1.13191,,,,,,,,,,,,,,26,23531,24112.5,30550,0.821228711,0.946538577,0.999723686,6,-58.25102431,-195.0962027,136.8451784,3771,0.026512791,0.003691877
DQZCVNGCTZLGAQ-UHFFFAOYSA-N,CN(C)C(=O)NC1CCCCCCC1,Train,-2.36,198.3076,138,140.404,-616.9064,-0.012131,5.6828,0.31018,0.25888,436.5383911,-0.75618,-3.52032,-0.75618,0.82038,-1.96852,,,,,,,,,,,,,,36,19715,32067,32690,0.54424648,0.655174361,0.873052404,2,-4.578944358,-153.3468814,148.767937,4260,0.034922051,0.01235126
DRUIESSIVFYOMK-UHFFFAOYSA-N,C(#N)C(Cl)(Cl)Cl,Train,-2.17,144.3877,-42,86.678,-1511.519459,-0.003864,2.5953,0.23398,0.3663,255.1771545,0,-0.00603,-0.2776,0.25441,0.00603,,,,,,,,,,,,,,6,15299,15718.5,15837,0.914397253,0.945364278,0.980263158,8,-0.888617928,-49.44488485,48.55626692,1430,-0.034576843,0.008106929
DSBMOVYUOIIPDK-UHFFFAOYSA-N,CC1(C)C(=O)N(Cc2ccccc2)C(=O)N1,Train,-1.795,218.2548,105.2,198.644,-725.555487,-0.015652,3.5426,0.29433,0.28005,432.7621155,-1.32449,-1.30799,-0.68321,0.83746,-2.49533,,,,,,,,,,,,,,30,21183,29966.5,34289.5,0.586767348,0.644153608,0.949838267,8,-10.39287886,-188.236658,177.8437792,4562,0.036531579,0.017868374
DSRNRYQBBJQVCW-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(c(c1)Cl)OC,Train,-2.56,228.6779,126.5,159.453,-1108.903034,-0.015995,4.558,0.297,0.23415,444.2149048,-1.27811,-0.94119,-0.73424,0.82527,-2.45658,,,,,,,,,,,,,,28,17107,27697,39260,0.410790409,0.57720916,0.671493893,4,32.97621246,-221.6510583,254.6272708,5332,-0.041357485,0.017749134
DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2,Test,-1.95466,152.2358,177,143.561,-465.739052,-0.007292,4.59,0.29398,0.26681,338.0643311,-0.61504,-3.40602,-0.68281,0.63253,-0.61504,,,,,,,,,,,,,,27,21947.5,22568,23280.5,0.938802638,0.964923054,0.978319842,3,-20.86285512,-109.7785734,88.91571829,3296,0.023684868,0.002517615
DTGKSKDOIYIVQL-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(C2)O,Test,-2.32,154.2516,208,128.24,-466.906796,-0.005598,2.2062,0.31307,0.28781,340.9176636,-0.79957,-3.81834,-0.79957,0.5095,-0.79957,,,,,,,,,,,,,,29,21563,23114,23975.5,0.920628058,0.958868115,0.969839732,2,-2.581920444,-50.69539351,48.11347306,1392,0.034564277,0.016242511
DVQVBLBKEXITIK-UHFFFAOYSA-N,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(cc2)N)s1,Train,-3.74,312.404,222,234.367,-1632.48843,-0.023334,8.987,0.26373,0.26363,533.2980957,-1.92087,-3.11268,-0.96192,2.31613,-1.53754,,,,,,,,,,,,,,36,24916.5,38767.5,40529,0.482390455,0.756735267,0.945642609,4,-1.368604686,-304.6579874,303.2893828,5207,0.048495205,0.020890931
DVVGIUUJYPYENY-UHFFFAOYSA-N,Cn1ccccc1=O,Train,0.96,109.1274,31,98.768,-362.767629,-0.011834,6.2574,0.26833,0.24964,277.9747314,-0.72858,-0.66245,-0.72858,0.61137,-1.14301,,,,,,,,,,,,,,15,12509,14705.5,22703,0.56043956,0.623368559,0.969818527,2,19.0973892,-146.6618745,165.7592637,4563,0.036326817,0.01151557
DWEPFAMAQPVFBH-UHFFFAOYSA-N,C1CS(=O)c2c(cc(s2)S(=O)(=O)N)C1O,Train,-1.348,267.3324,165,139.237,-1822.163399,-0.026676,3.2523,0.23455,0.28261,418.5163269,-3.70872,-2.42417,-1.11827,2.30798,-0.66775,,,,,,,,,,,,,,24,19766,27279,33200.5,0.552158599,0.722834762,0.793408956,5,125.3914064,-248.9061431,374.2975495,8116,0.046118476,0.019112441
DYDNPESBYVVLBO-UHFFFAOYSA-N,c1ccc(cc1)NC=O,Train,-0.68,121.1384,47,86.3,-400.876365,-0.011495,5.0832,0.28188,0.26768,301.1521912,-0.68315,-0.58935,-0.68315,0.52389,-1.31632,,,,,,,,,,,,,,16,12161.5,17573,25507,0.409527272,0.582822086,0.684931486,2,62.45168243,-110.9124218,173.3641042,5102,0.033979636,0.011353066
DZMDPHNGKBEVRE-UHFFFAOYSA-N,CCCCCCCCl,Train,-3.99,134.6485,-69.25,127.04,-735.836204,-0.004342,3.1826,0.32183,0.31847,367.2807617,0,-3.45594,-0.68808,0.26207,-0.13881,,,,,,,,,,,,,,23,11019.5,26025.5,26612,0.359861592,0.38906052,0.866666667,2,-1.408484548,-69.81970641,68.41122186,2636,0.025952664,0.004124398
DZQVFHSCSRACSX-UHFFFAOYSA-N,Cc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,Train,-2.82,264.3014,262.5,190.665,-1193.855404,-0.021612,10.9832,0.26419,0.25457,476.6925049,-1.93653,-1.27527,-0.97781,2.32873,-2.39275,,,,,,,,,,,,,,30,24525.5,32717.5,35737,0.53095088,0.764171625,0.903978069,6,-17.91829236,-325.2548896,307.3365972,5570,-0.05319117,0.021347018
DZTHIGRZJZPRDV-UHFFFAOYSA-N,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,Train,-2.31,246.2652,205,169.586,-838.874881,-0.022526,6.2936,0.29355,0.23685,465.104248,-2.09688,-1.04351,-0.7638,0.82077,-3.29639,,,,,,,,,,,,,,32,22135,28982.5,39510.5,0.50650805,0.680458458,0.856088678,4,62.15882185,-257.3067104,319.4655323,5513,0.04301689,0.018597343
DZZWHBIBMUVIIW-DTORHVGOSA-N,Fc1c(N2C[C@@H](C)N[C@@H](C)C2)c(F)c2n(C3CC3)cc(C(=O)O)c(=O)c2c1N,Train,-3.3711,392.4046,265,279.241,-1381.332392,-0.022103,12.7804,0.2484,0.2427,584.5751343,-2.13618,-1.08458,-0.83948,0.80609,-5.27653,,,,,,,,,,,,,,50,28253.5,36274,55119,0.509528956,0.722660564,0.742065586,4,181.7336577,-287.0709695,468.8046271,13682,0.033617133,0.009255169
FCYQIDFMSYIAEB-UHFFFAOYSA-N,CN1CCC23C4CCC(C3Oc3c(ccc(CC14)c23)OCOC)O,Test,-1.959,331.4108,9.98,269.812,-1094.3137,-0.01708,4.4753,0.30878,0.22054,552.9794312,-2.51855,-3.16827,-0.7997,0.5137,-3.09886,,,,,,,,,,,,,,49,28389,34300,48277,0.499879504,0.651765539,0.887116468,9,-142.0675524,-273.4570075,131.3894551,5725,-0.047052733,0.018827342
FDDDEECHVMSUSB-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)N,Test,-1.38663,172.2014,165.5,123.22,-891.465963,-0.019458,9.0559,0.28442,0.25685,343.5537109,-1.96766,-1.16985,-1.1214,2.28848,-1.64587,,,,,,,,,,,,,,19,14557.5,20905.5,27935,0.60929833,0.677633196,0.987033687,4,25.8813139,-235.7541083,261.6354222,4354,-0.053862283,0.019897325
FDPIMTJIUBPUKL-UHFFFAOYSA-N,CCC(=O)CC,Test,-0.28,86.1334,-39,79.517,-271.692806,-0.00495,4.0329,0.2961,0.27928,279.8872375,-0.62051,-1.90828,-0.69354,0.60814,-0.62051,,,,,,,,,,,,,,16,11110.5,17985,19697,0.492890995,0.608490566,0.8,2,10.10384593,-94.47159801,104.5754439,3581,0.029202861,0.005906282
FEFQUIPMKBPKAR-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N1CCCCCC1=O,Train,-2.167,217.267,69.625,171.6,-709.452631,-0.014223,5.5556,0.25818,0.27888,427.0641174,-1.25088,-2.07818,-0.63762,0.73327,-1.78967,,,,,,,,,,,,,,31,19984,31052,34308,0.529679599,0.623075871,0.823585241,3,5.877334189,-230.654737,236.5320712,8141,0.028738445,0.005718755
FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O,Train,-0.19,88.106,-6,66.447,-307.641147,-0.012807,5.8115,0.30038,0.31218,259.8746643,-1.37329,-0.92632,-0.73099,0.82585,-1.37329,,,,,,,,,,,,,,14,13030,16162.5,18006,0.675598628,0.728068396,0.947368421,2,32.25672823,-138.5331799,170.7899081,3684,0.04635991,0.022601624
FFEARJCKVFRZRR-UHFFFAOYSA-N,S(CCC(N)C(=O)O)C,Train,-0.42,149.2074,280,116.553,-800.461033,-0.017711,9.1637,0.2957,0.26456,337.9596558,-1.40012,-1.29242,-0.94763,0.81984,-2.21333,,,,,,,,,,,,,,20,14756.5,23397.5,25638,0.543933054,0.612938166,0.848664735,3,107.8209663,-202.0954112,309.9163775,7300,0.042454298,0.016948063
FFGPTBGBLSHEPO-UHFFFAOYSA-N,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,Train,-3.07931,236.2726,191,170.864,-763.41242,-0.01577,5.9497,0.25599,0.25039,439.9343567,-0.72647,-1.30825,-0.88981,0.82324,-2.14218,,,,,,,,,,,,,,30,21033.5,30076,34082,0.622746926,0.711422972,0.845740996,5,-27.05618774,-212.8263389,185.7701511,4667,0.029087417,0.005523665
FGLBSLMDCBOPQK-UHFFFAOYSA-N,CC(C)[N+](=O)[O-],Train,-0.62,89.0938,-92.7778,70.631,-323.595456,-0.009445,5.1149,0.23696,0.33015,252.7227478,-0.80964,-1.52101,-0.70292,0.501,-0.30864,,,,,,,,,,,,,,13,14100.5,15039,16611,0.800188555,0.881127819,0.915806569,2,43.896675,-124.382321,168.278996,5300,0.031750754,0.008510943
FHADSMKORVFYOS-UHFFFAOYSA-N,C1CCCC(CCC1)O,Train,-1.29,128.2138,14.5,111.71,-389.520878,-0.006328,2.5401,0.31986,0.29399,322.7430725,-0.81004,-3.2625,-0.81004,0.50706,-0.81004,,,,,,,,,,,,,,25,18062,19388.5,24778.5,0.678236458,0.726256983,0.928887746,2,-27.05089781,-68.47743338,41.42653557,1507,-0.045439571,0.014780664
FLVIGYVXZHLUHP-UHFFFAOYSA-N,CCNC(=S)NCC,Train,-1.46,132.2232,77,110.242,-705.356383,-0.015732,8.6015,0.30581,0.2279,339.4888916,0,-1.65876,-0.70942,0.45415,-1.71333,,,,,,,,,,,,,,20,16704.5,19906,25724.5,0.561268613,0.669303786,0.945578243,3,64.47729142,-221.5766738,286.0539652,6884,0.039824489,0.014233952
FMINYZXVCTYSNY-UHFFFAOYSA-N,CC(C)(c1ccccc1)NC(=O)N(C)c1ccccc1,Test,-3.35,268.3578,72,232.626,-844.352589,-0.014272,5.4801,0.29526,0.24946,527.4960327,-0.73222,-3.25654,-0.73222,0.83186,-1.94585,,,,,,,,,,,,,,40,21767,37990.5,44766,0.446103065,0.537505483,0.879975225,5,-12.43614078,-187.4396868,175.003546,5892,0.029335135,0.007792989
FMKMKBLHMONXJM-UHFFFAOYSA-N,Cc1cc(N)n(c2ccccc2)n1,Train,-0.938,173.217,115.5,140.157,-551.799496,-0.01135,4.2335,0.29297,0.23893,385.3661804,0,-1.67872,-0.88096,0.43676,-1.49951,,,,,,,,,,,,,,24,16869.5,23995,32634.5,0.443579767,0.622954208,0.774854304,3,-9.811129351,-139.7810936,129.9699642,3647,-0.038327692,0.016127999
FNROXVCRPXYLRT-UHFFFAOYSA-N,CN(C)C(=O)CCCOC(=O)c1ccccc1,Train,-1.229,235.2822,40.5,170.171,-785.882586,-0.013898,7.5105,0.26237,0.27523,486.0928955,-1.92999,-1.90026,-0.71644,0.82082,-2.42052,,,,,,,,,,,,,,34,21294,31451,41565.5,0.438095238,0.597100271,0.719456173,5,55.87697523,-183.5582562,239.4352314,5117,0.033422381,0.006172347
FOCAUTSVDIKZOP-UHFFFAOYSA-N,C(C(=O)O)Cl,Train,0.944261,94.4975,62,51.381,-688.665564,-0.010654,3.6784,0.29295,0.32861,222.8913269,-1.33454,0.25683,-0.70935,0.81162,-1.40156,,,,,,,,,,,,,,8,10628.5,12963,15525.5,0.6222181,0.78030303,0.879942717,2,46.37927802,-107.3133262,153.6926042,3604,0.042645007,0.013932669
FPQJEXTVQZHURJ-UHFFFAOYSA-N,C(CO)NC(=O)C(=O)NCCO,Test,-0.112,176.1718,168,130.549,-646.170614,-0.019572,1.1782,0.2592,0.29215,386.9068298,-2.97604,0.33588,-0.80345,0.60699,-4.244,,,,,,,,,,,,,,24,15249.5,26481.5,28363,0.492424242,0.615388105,0.878969749,6,90.1951352,-164.5100201,254.7051553,6905,0.036473415,0.014826261
FRDAATYAJDYRNW-UHFFFAOYSA-N,CCC(C)(CC)O,Train,-0.38,102.176,-24,110.91,-312.153594,-0.005602,2.4176,0.31723,0.29569,298.6975403,-0.81048,-2.81666,-0.81048,0.5042,-0.81048,,,,,,,,,,,,,,21,15891.5,19546.5,22458,0.74341906,0.802146254,0.949900428,3,-20.52272876,-63.98600655,43.46327779,1417,-0.045155968,0.014555244
FSVJFNAIGNNGKK-UHFFFAOYSA-N,C1CCC(CC1)C(=O)N1CC2c3ccccc3CCN2C(=O)C1,Train,-3.193,312.4108,136,199.25,-998.161141,-0.016899,9.3337,0.28238,0.27065,546.2084961,-1.39857,-3.71089,-0.70732,0.71898,-2.37701,,,,,,,,,,,,,,47,26477,36413,48693.5,0.513737763,0.723120216,0.764102042,2,102.1691075,-226.7382476,328.9073551,10108,0.032539311,0.008963326
FUKCEEDRHGCYHH-UHFFFAOYSA-N,CCCCNC(=O)COC(=O)c1ccccc1,Train,-2.759,235.2822,69.5,172.735,-785.887768,-0.012278,5.1217,0.24704,0.28333,488.8417358,-1.89493,-1.90477,-0.69606,0.82611,-2.54571,,,,,,,,,,,,,,34,25886.5,32013,37156,0.565575252,0.718586334,0.80851717,7,-0.598478684,-140.5032046,139.9047259,3030,0.029710179,0.00535895
FULZLIGZKMKICU-UHFFFAOYSA-N,c1ccc(cc1)NC(=S)N,Test,-1.77,152.2136,149,102.981,-779.189898,-0.018616,7.6125,0.27728,0.24095,337.3738098,0,-0.78677,-0.83115,0.45628,-1.84396,,,,,,,,,,,,,,18,15274,21718,27558.5,0.505157682,0.639974778,0.768519617,3,-2.471105012,-227.3458305,224.8747255,4297,0.05198664,0.028410723
FVSKHRXBFJPNKK-UHFFFAOYSA-N,CCC#N,Train,0.28,55.0792,-92,58.448,-172.037136,-0.008533,5.1925,0.30843,0.35744,217.0012817,0,-0.92351,-0.67955,0.34063,-0.42129,,,,,,,,,,,,,,9,10466.5,13132,13606,0.613095238,0.681586102,0.879310329,2,41.1579579,-116.7758643,157.9338222,4626,0.034140472,0.008512893
FZBXGZBXWFNCQY-UHFFFAOYSA-N,C1CCCN(CC1)C(=O)COC(=O)c1ccccc1,Train,-2.542,261.32,107.5,223.893,-863.260319,-0.015531,5.5864,0.26614,0.27314,504.3084106,-1.88458,-2.4325,-0.69541,0.82568,-2.36975,,,,,,,,,,,,,,38,20471.5,38625.5,40320,0.487926363,0.498470948,0.996315428,5,-58.22204264,-285.1812986,226.9592559,6252,0.031342511,0.007320702
FZSVSABTBYGOQH-UHFFFAOYSA-N,CC(C)(C)C(=NOC(=O)NC)CSC,Train,-1.62,218.3134,57,127.994,-1011.720101,-0.015579,5.396,0.2894,0.25448,446.6631165,-1.14613,-2.91966,-0.82571,0.9285,-1.81328,,,,,,,,,,,,,,32,22945.5,28858.5,36335.5,0.554701734,0.718444582,0.72401301,4,-15.21427646,-212.4535474,197.2392709,5385,0.036092891,0.016204654
GCKMFJBGXUYNAG-HLXURNFRSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Train,-3.97988,302.4558,164.5,217.219,-930.155679,-0.01522,5.7813,0.24899,0.24466,504.6696472,-1.41189,-6.27072,-0.79677,0.56049,-1.41189,,,,,,,,,,,,,,52,24064,37176,40957,0.625441696,0.661535574,0.999650332,3,102.0034378,-189.6395978,291.6430356,9723,0.02999517,0.008426898
GCQZFVAHUZIDRP-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)Nc1ccc(cc1)S(=O)(=O)N,Train,-2.759,327.3724,137,238.332,-1726.372823,-0.030506,5.4825,0.26098,0.26289,526.576416,-3.88641,-2.27224,-1.12061,2.32137,-2.1145,,,,,,,,,,,,,,34,28251,35649,36825,0.570743006,0.719911809,0.789672566,4,77.52933879,-342.2577376,419.7870764,8604,0.048239666,0.019477843
GECHUMIMRBOMGK-UHFFFAOYSA-N,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,Train,-2.81913,249.2868,191.5,169.366,-1138.504511,-0.020118,11.0865,0.27394,0.25805,445.4780273,-1.9403,-1.5749,-0.97096,2.32188,-1.86042,,,,,,,,,,,,,,28,24580,29693.5,30671.5,0.633744856,0.762893343,0.820787368,3,15.83234835,-277.7696175,293.6019658,5507,-0.050439371,0.019351279
GEDIWDLJKRKBFT-UHFFFAOYSA-N,Cc1cc(n(c2ccccc2)n1)OC(=O)N(C)C,Train,-2.09,245.2804,50,195.995,-818.936355,-0.013427,6.5001,0.28936,0.25376,492.2848816,-1.24725,-1.50865,-0.71417,0.93707,-2.31484,,,,,,,,,,,,,,33,27432.5,27972,39859,0.577949165,0.594628947,0.879414264,4,-44.70440222,-224.1251007,179.4206985,4933,-0.045372219,0.017133906
GETQZCLCWQTVFV-UHFFFAOYSA-N,CN(C)C,Train,0.84,59.1108,-117,62.389,-174.390943,-0.002663,0.9478,0.32653,0.24214,231.6235657,0,-1.43807,-0.57157,0.23574,-0.57157,,,,,,,,,,,,,,13,12193.5,12698.5,16346,0.692810496,0.721088435,0.928493422,1,-31.27976146,-31.27976146,0,780,-0.040102258,0.011423581
