StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,LsoluHsolv,LsolvHsolu,SASA,Most_neg,Most_pos,O_charges,C_charges,Het_charges,solv_dip,,,,,,,,,,,,,,,,,,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol
BRPOVUNVTUCYNN-UHFFFAOYSA-N,Fc1c(N2C(CC)C(N)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,Train,-3.912,345.3727,236.5,253.896,-1187.462357,-0.028576,0.24808,0.25621,566.1650391,-0.92846,0.80668,-2.13156,-1.42769,-4.25206,16.6448,,,,,,,,,,,,,,,,,,0.477905476,0.671866045,0.689218773,4,306.0486534,-350.9456763,656.9943296,15213,0.043186375,0.01412662,,-1165.682458,-1165.698787,-0.01632927,-1165.308303,-1165.323129,-0.014826
BRUZQRBVNRKLJG-UHFFFAOYSA-N,O=C(OCC(C)C)N,Train,-0.3,117.1474,67,111.106,-402.284306,-0.010362,0.3158,0.30804,311.8646545,-0.88546,0.92064,-1.29354,-0.88054,-2.179,3.1049,,,,,,,,,,,,,,,,,,0.59621112,0.677854648,0.890770165,3,-13.17101929,-101.1902607,88.01924138,1952,-0.051641987,0.017701996,,-394.871921,-394.8739282,-0.002007176,-394.711674,-394.714299,-0.002625
BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(CC)C,Train,0.43,74.1224,-115,77.22,-233.578736,-0.00594,0.32102,0.2993,255.5167847,-0.81342,0.50859,-0.81342,-1.83202,-0.81342,2.3986,,,,,,,,,,,,,,,,,,0.769084688,0.859040088,0.875826515,2,-11.60726968,-63.1998956,51.59262592,1755,0.029397508,0.01299582,,-229.2922743,-229.294904,-0.0026297,-229.158219,-229.161066,-0.002847
BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1,Train,-0.74,139.1104,112.5,76.706,-511.933434,-0.013917,0.21855,0.29282,295.6150818,-0.69591,0.53354,-1.55085,-0.57995,-1.05498,7.6814,,,,,,,,,,,,,,,,,,0.412322275,0.556962025,0.742662664,3,35.60937694,-153.957374,189.5667509,3122,-0.049313701,0.014225583,,-502.4327651,-502.4389353,-0.006170144,-502.343485,-502.351592,-0.008107
BUNFNRVLMKHKIT-UHFFFAOYSA-N,O=[N+]([O-])c1c(NC(=O)C)cccc1,Train,-1.91,180.1628,92,119.881,-644.68777,-0.010125,0.20302,0.28255,358.5602417,-0.77065,0.701,-1.50582,-0.73504,-1.63447,2.0735,,,,,,,,,,,,,,,,,,0.455507638,0.522190784,0.906696387,4,35.73142965,-143.2207404,178.95217,3355,0.028465485,0.006388869,,-632.7394445,-632.7395716,-0.000127086,-632.595683,-632.594915,0.000768
BWXSXZAIQQSFPW-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=O)OC(CC)(CC)c2cc1,Train,-3.656,235.239,103.5,186.169,-820.538272,-0.016472,0.2016,0.32159,431.7964783,-0.69934,0.81689,-1.96826,-1.90272,-1.46447,9.364,,,,,,,,,,,,,,,,,,0.773116245,0.830478744,0.99609383,3,121.4852383,-225.1829034,346.6681417,9125,0.037991029,0.013473183,,-805.4404243,-805.4439476,-0.003523238,-805.201015,-805.205286,-0.004271
BXNJHAXVSOCGBA-UHFFFAOYSA-N,O(C)c1cc2[nH]c3c(C)nccc3c2cc1,Train,-4.48,212.2506,264,155.802,-687.201399,-0.014628,0.27579,0.23977,424.2249146,-0.72002,0.46267,-0.54877,-1.55435,-1.62119,5.8954,,,,,,,,,,,,,,,,,,0.366197208,0.553191498,0.640266084,4,59.62523473,-147.829592,207.4548267,4814,0.040641469,0.01745856,,-674.5904292,-674.5981339,-0.007704747,-674.367603,-674.375388,-0.007785
BXWNKGSJHAJOGX-UHFFFAOYSA-N,OCCCCCCCCCCCCCCCC,Test,-7.260001,242.444,49.5,273.57,-705.034821,-0.007711,0.31841,0.30199,640.3154297,-0.81236,0.51165,-0.81236,-7.29441,-0.81236,2.2719,,,,,,,,,,,,,,,,,,0.196597353,0.211720227,0.921052632,2,-11.48685703,-60.82205503,49.33519801,1357,-0.044820969,0.013949781,,-692.2479406,-692.246985,0.000955571,-691.723213,-691.72226,0.000953
BYEVBITUADOIGY-UHFFFAOYSA-N,O=C(OCC)CCCCCCCC,Train,-3.8,186.2936,-44,156.728,-582.658498,-0.007604,0.31311,0.30086,476.4190369,-0.7183,0.83343,-1.22588,-4.04832,-1.22588,2.7471,,,,,,,,,,,,,,,,,,0.436744043,0.602469169,0.706185567,6,-54.69551651,-91.70551118,37.00999466,1747,-0.050409004,0.014599743,,-572.028749,-572.0262919,0.002457134,-571.690272,-571.688338,0.001934
BZHMBWZPUJHVEE-UHFFFAOYSA-N,C(CC(C)C)(C)C,Train,-4.26,100.2034,-123,112.487,-276.223288,-0.000983,0.32572,0.3311,318.7668762,-0.68223,0.23669,0,-3.7429,0,0.1768,,,,,,,,,,,,,,,,,,0.649038462,0.663236198,0.942038725,0,0,0,0,0,0,0,,-271.2014368,-271.1965573,0.004879484,-270.972223,-270.967448,0.004775
BZKPWHYZMXOIDC-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc(NC(=O)C)nn1,Train,-2.43058,222.2364,258.25,139.851,-1396.972678,-0.0255,0.24177,0.30081,381.27771,-1.12147,2.29648,-2.54125,-0.15699,-2.06512,7.649,,,,,,,,,,,,,,,,,,0.490421456,0.575562874,0.830163754,4,53.64460993,-274.1520507,327.7966606,4751,-0.049317125,0.013996863,,-1375.528827,-1375.555472,-0.02664578,-1375.426339,-1375.452014,-0.025675
BZLVMXJERCGZMT-UHFFFAOYSA-N,O(C(C)(C)C)C,Train,-0.24,88.1492,-109,75.591,-272.856802,-0.004003,0.32394,0.2808,275.2158203,-0.70679,0.24718,-0.63118,-2.1858,-0.63118,1.9529,,,,,,,,,,,,,,,,,,0.737565404,0.859872611,0.970766141,3,-28.93391757,-49.12810371,20.19418614,1166,-0.04213388,0.012776869,,-267.8745111,-267.8737012,0.000809927,-267.709489,-267.707096,0.002393
BZTYNSQSZHARAZ-UHFFFAOYSA-N,Clc1c(c2ccc(Cl)cc2)ccc(Cl)c1,Train,-6.21,257.5463,58,168.791,-1841.99888,-0.00541,0.26338,0.27271,431.1148071,-0.25775,0.27973,0,-1.87007,-0.00983,2.0168,,,,,,,,,,,,,,,,,,0.430868167,0.575245642,0.732384348,5,129.4321903,-5.561924785,134.9941151,2925,0.032772032,0.006597929,,-1816.651691,-1816.653373,-0.00168208,-1816.516809,-1816.518453,-0.001644
CAQHPYSDQFDJAL-UHFFFAOYSA-N,O=C1C(=NO)c2c(cccc2)C=C1,Train,-2.937,173.1708,109.5,124.613,-590.327678,-0.014372,0.21041,0.27151,346.1882019,-0.60229,0.54139,-1.16982,-0.86283,-1.25269,6.7021,,,,,,,,,,,,,,,,,,0.379912664,0.431372549,0.876350314,3,21.49671332,-168.506743,190.0034563,4163,0.034278329,0.008281689,,-579.452767,-579.456019,-0.003252004,-579.315528,-579.31873,-0.003202
CBFCDTFDPHXCNY-UHFFFAOYSA-N,C(CCCCCCCCCC)CCCCCCCCC,Test,-8.169989,282.5518,36.7,342.834,-786.973535,-0.002495,0.33328,0.3116,751.9406128,-0.68817,0.23776,0,-9.66891,0,0,,,,,,,,,,,,,,,,,,0.1691057,0.182123309,0.92173913,0,0,0,0,0,0,0,,-772.7423404,-772.7337267,0.008613747,-772.091201,-772.083395,0.007806
CCGPUGMWYLICGL-UHFFFAOYSA-N,Clc1c(Cl)ccc(NC(=O)N(CCCC)C)c1,Train,-4.77,275.1772,102,194.077,-1571.876262,-0.013113,0.28569,0.25368,504.134613,-0.7268,0.82907,-0.7268,-2.31922,-1.86007,7.9154,,,,,,,,,,,,,,,,,,0.536084409,0.54426976,0.982856139,4,109.8689301,-158.4656432,268.3345733,6333,0.042142424,0.016669611,,-1548.671378,-1548.675601,-0.00422251,-1548.405703,-1548.406305,-0.000602
CDAWCLOXVUBKRW-UHFFFAOYSA-N,Oc1c(N)cccc1,Train,-0.72,109.1274,174,84.172,-362.754489,-0.006555,0.30109,0.24986,276.9963989,-0.95485,0.52868,-0.73825,-0.69883,-1.6931,3.6683,,,,,,,,,,,,,,,,,,0.564971751,0.588235294,0.960227273,4,17.42663784,-91.17403576,108.6006736,2663,-0.03423734,0.01202752,,-356.051308,-356.0542967,-0.00298868,-355.941655,-355.94495,-0.003295
CDOZDBSBBXSXLB-UHFFFAOYSA-N,N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(CC)CC,Train,-2.145,312.472,58.75,242.747,-1245.838842,-0.007558,0.29462,0.22036,544.8123169,-0.71222,0.3214,0,-5.11091,-0.71999,2.4948,,,,,,,,,,,,,,,,,,0.640593407,0.722951646,0.903352362,7,-14.70638152,-102.8089873,88.10260574,3341,-0.025130918,0.003214359,,-1225.356424,-1225.355091,0.00133362,-1224.939473,-1224.938953,0.00052
CDVNZMKTJIBBBV-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)c(C(=O)O)cc([N+](=O)[O-])c1,Train,-2.6,226.1452,205.5,133.202,-869.066747,-0.022044,0.17983,0.33998,386.506012,-0.71892,0.82593,-2.83597,-0.15331,-1.82414,3.8954,,,,,,,,,,,,,,,,,,0.556790413,0.611074251,0.922258734,4,220.3295173,-158.2296417,378.5591591,7837,0.048304091,0.024161271,,-852.9361776,-852.9487734,-0.012595748,-852.807841,-852.820018,-0.012177
CEOCDNVZRAIOQZ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(Cl)c1Cl,Train,-5.654971,250.3389,85.5,171.593,-2530.200056,-0.003246,0.25523,0.29407,348.6462708,-0.23232,0.29059,0,-0.59802,0.30745,1.3708,,,,,,,,,,,,,,,,,,0.443349745,0.459183673,0.950980392,8,45.27104554,0,45.27104554,1139,0.033495672,0.009059442,,-2497.870203,-2497.873866,-0.00366345,-2497.848159,-2497.852053,-0.003894
CERQOIWHTDAKMF-UHFFFAOYSA-N,O=C(O)C(=C)C,Train,0.01,86.0902,16,67.803,-306.432942,-0.01304,0.25473,0.31221,245.2653961,-0.74049,0.8036,-1.36445,-0.43969,-1.36445,6.3215,,,,,,,,,,,,,,,,,,0.6375,0.662337662,0.970242307,2,40.61307408,-148.6038227,189.2168967,4456,0.042463397,0.015954294,,-300.7372028,-300.7425809,-0.005378139,-300.65759,-300.66155,-0.00396
CFBYEGUGFPZCNF-UHFFFAOYSA-N,O=[N+]([O-])c1c(OC)cccc1,Train,-1.96,153.1372,9.75,100.79,-551.1989,-0.012273,0.22699,0.28028,325.3274231,-0.51752,0.49581,-1.34221,-0.92778,-0.8464,8.207,,,,,,,,,,,,,,,,,,0.503325658,0.542362277,0.961672487,2,20.55652246,-196.3871334,216.9436558,5738,0.037808236,0.010042611,,-541.002507,-541.0065164,-0.004009452,-540.881457,-540.884586,-0.003129
CGBCCZZJVKUAMX-UHFFFAOYSA-N,ClC1=CC2C(C3(C1=CC(=O)C=C3)C)CCC1(C2CCC1(OC(=O)C)C(=O)C)C,Train,-4.95,402.9169,168,300.158,-1653.427691,-0.020046,0.23789,0.26787,595.6069336,-0.78633,0.83218,-2.44088,-4.54984,-2.46544,14.4212,,,,,,,,,,,,,,,,,,0.491350407,0.591986925,0.839017701,4,192.6805459,-272.8963755,465.5769215,13438,0.034564244,0.007735707,,-1626.032985,-1626.03633,-0.0033451,-1625.541754,-1625.542077,-0.000323
CHMBIJAOCISYEW-UHFFFAOYSA-N,O=C(Nc1ccc(N)cc1)C,Train,-0.98,150.1798,165,107.155,-495.521914,-0.016848,0.30332,0.22417,350.076355,-0.87824,0.67968,-0.70238,-0.9008,-2.1983,5.6012,,,,,,,,,,,,,,,,,,0.397683398,0.618415529,0.624487185,3,9.985973358,-194.368634,204.3546073,4843,0.041591389,0.016761611,,-486.3502023,-486.3558745,-0.005672254,-486.187804,-486.193352,-0.005548
CHNUNORXWHYHNE-UHFFFAOYSA-N,Clc1c(OC(C)C)cc(n2c(=O)oc(C(C)(C)C)n2)c(Cl)c1,Train,-5.69,345.2248,88.5,243.189,-1837.789311,-0.014121,0.27223,0.26103,590.1415405,-0.71135,0.91411,-1.7095,-2.24003,-2.29135,6.158,,,,,,,,,,,,,,,,,,0.565765008,0.663786498,0.811779782,6,16.04277657,-192.3417287,208.3845053,6687,0.029638738,0.007390163,,-1809.771157,-1809.773304,-0.0021472,-1809.446799,-1809.449425,-0.002626
CHNXZKVNWQUJIB-UHFFFAOYSA-N,O=C1C=C2C(C)(C3C(C4C(C)(C(O)(C#C)CC4)CC3)CC2)CC1,Train,-5.66,312.451,273,243.861,-967.069064,-0.016072,0.26334,0.26723,527.2573853,-0.75937,0.55111,-1.40234,-5.86277,-1.40234,6.5437,,,,,,,,,,,,,,,,,,0.552021485,0.70686457,0.928486342,4,68.08637804,-186.3491884,254.4355664,8436,0.029467987,0.011110574,,-949.4693578,-949.4709233,-0.00156547,-948.982355,-948.983551,-0.001196
CHVJITGCYZJHLR-UHFFFAOYSA-N,C1=CC=CCC=C1,Test,-2.15,92.1402,-80,90.2,-271.426029,-0.003084,0.27486,0.24877,269.8972168,-0.54684,0.26255,0,-1.99712,0,0.4769,,,,,,,,,,,,,,,,,,0.670588235,0.689399819,0.988235294,5,-16.10035918,-29.98783997,13.88748079,715,-0.027189874,0.004436592,,-266.3995532,-266.396713,0.002840147,-266.278479,-266.275703,0.002776
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,O=C1C(=C(O)[C@@H]([C@@H](O)CO)O1)O,Train,0.239374,176.1256,192,110.782,-684.699471,-0.022212,0.279,0.26783,339.4249268,-0.79954,0.7545,-4.20438,1.09037,-4.20438,7.1391,,,,,,,,,,,,,,,,,,0.608846132,0.802115133,0.806741156,5,66.64781905,-203.780506,270.4283251,4849,0.050876034,0.021196485,,-672.0981445,-672.1152127,-0.017068276,-671.963679,-671.981622,-0.017943
CIWBSHSKHKDKBQ-UHFFFAOYSA-N,O=C1C(=C(O)C(C(O)CO)O1)O,Train,-0.805,176.1256,169.5,107.468,-684.697557,-0.021436,0.27411,0.27129,339.2073364,-0.79882,0.752,-4.18997,1.09366,-4.18997,2.525,,,,,,,,,,,,,,,,,,0.551211192,0.735930719,0.916189027,6,66.06922821,-169.1140756,235.1833038,2592,0.045616519,0.021197646,,-672.0954903,-672.1140961,-0.018605773,-671.961298,-671.98018,-0.018882
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,Oc1c(CCCC)c(C)nc(N(C)C)n1,Train,-2.24,209.2906,102,170.302,-669.897746,-0.010757,0.30012,0.23237,453.3644409,-0.71971,0.6041,-0.70984,-2.54289,-2.35322,2.952,,,,,,,,,,,,,,,,,,0.569291036,0.709792801,0.93649841,3,-24.42354536,-149.2731688,124.8496234,3669,0.031618921,0.014162933,,-657.6203307,-657.6300196,-0.009688935,-657.314806,-657.32283,-0.008024
CKRZKMFTZCFYGB-UHFFFAOYSA-N,ONc1ccccc1,Test,-0.74,109.1274,83.5,87.961,-362.697681,-0.008454,0.30418,0.2453,281.6398926,-0.63471,0.52231,-0.63471,-1.18445,-1.01118,1.1969,,,,,,,,,,,,,,,,,,0.452596981,0.55485014,0.869772606,6,5.076924054,-83.08412693,88.16105098,1686,-0.031814368,0.007576901,,-356.0163613,-356.0181244,-0.001763124,-355.907327,-355.909181,-0.001854
CMSMOCZEIVJLDB-UHFFFAOYSA-N,ClCCN(CCCl)P1(=O)OCCCN1,Train,-0.815,261.0875,51.25,183.918,-1797.386166,-0.017992,0.30162,0.28523,443.2096558,-1.14783,2.51366,-2.02569,-2.3484,-1.71245,7.0076,,,,,,,,,,,,,,,,,,0.553610315,0.743061767,0.973153638,3,141.5125035,-201.5178155,343.030319,9067,0.037832835,0.011210742,,-1771.771302,-1771.785577,-0.0142749,-1771.54138,-1771.555073,-0.013693
CMVQZRLQEOAYSW-UHFFFAOYSA-N,Clc1c(Cl)cccc1[N+](=O)[O-],Train,-3.48,192.0012,61.5,117.963,-1355.90129,-0.008773,0.20807,0.30667,324.2919312,-0.38671,0.50422,-0.76214,-0.701,-0.14101,6.1528,,,,,,,,,,,,,,,,,,0.511737089,0.543300114,0.906413419,5,57.28037399,-117.6845379,174.9649119,4173,0.040795501,0.012906718,,-1336.574392,-1336.578901,-0.0045092,-1336.513699,-1336.518277,-0.004578
CNGDZXAWOIPFFX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(C(=O)c2ccc(OC)cc2)c1,Train,-4.473,297.3432,174,194.913,-1615.718355,-0.021844,0.23894,0.27243,501.5142517,-1.1195,2.30702,-3.07615,-1.89527,-1.33113,7.9747,,,,,,,,,,,,,,,,,,0.374446218,0.485277491,0.736882507,7,70.69524056,-265.1974001,335.8926406,6049,0.039956495,0.010900453,,-1590.291993,-1590.309679,-0.01768568,-1590.088675,-1590.106084,-0.017409
COLNVLDHVKWLRT-UHFFFAOYSA-N,O=C(O)C(N)Cc1ccccc1,Train,-0.74473,165.1914,266.5,116.732,-554.673367,-0.014913,0.28224,0.28548,356.9197998,-0.91766,0.80849,-1.36102,-1.14205,-2.27868,4.5331,,,,,,,,,,,,,,,,,,0.607670972,0.635184639,0.945337498,3,71.053484,-146.233482,217.286966,6435,0.033766428,0.011815726,,-544.4369368,-544.4472754,-0.010338557,-544.255026,-544.263698,-0.008672
CPGPAVAKSZHMBP-UHFFFAOYSA-N,Cc1c2c(cc3c1cccc3)cccc2,Train,-5.89,192.2598,79.5,143.496,-578.681558,-0.005362,0.24815,0.22302,395.0820618,-0.69724,0.25282,0,-2.99907,0,0.5166,,,,,,,,,,,,,,,,,,0.39741831,0.534031414,0.730769285,9,-19.51713993,-81.7858663,62.26872636,1704,-0.024225587,0.001765841,,-568.042976,-568.0396454,0.003330561,-567.820913,-567.817711,0.003202
CPNGPNLZQNNVQM-UHFFFAOYSA-N,n1c2nccnc2cnc1,Train,0.02,132.1244,139.5,92.514,-449.995454,-0.011478,0.20554,0.29044,281.3888855,-0.49531,0.35044,0,0.79968,-1.8049,3.8667,,,,,,,,,,,,,,,,,,0.432835821,0.571428571,0.761966804,5,21.85558932,-121.8618463,143.7174356,3958,0.035423448,0.011629853,,-441.6684281,-441.6868896,-0.018461473,-441.586193,-441.604153,-0.01796
CQRYARSYNCAZFO-UHFFFAOYSA-N,OCc1c(O)cccc1,Train,-0.29,124.139,84.25,106.736,-421.918629,-0.01047,0.29148,0.25008,297.1837769,-0.80858,0.53283,-1.55718,-0.98037,-1.55718,3.954,,,,,,,,,,,,,,,,,,0.526836677,0.663589211,0.992277984,3,11.76850462,-127.5122634,139.2807681,3708,-0.034388421,0.010390552,,-414.1438568,-414.1503604,-0.00650356,-414.016955,-414.023723,-0.006768
CSHWQDPOILHKBI-UHFFFAOYSA-N,c12c3c4c5c(c1cccc2ccc3)cccc5ccc4,Train,-8.794931,252.3148,277.5,212.424,-769.219361,-0.005042,0.23692,0.2169,442.4205322,-0.24466,0.25482,0,-3.00147,0,0.0001,,,,,,,,,,,,,,,,,,0.335877863,0.419047607,0.793893198,3,-4.980747549,-116.592339,111.6115914,4484,0.024891077,0.003283379,,-755.10626,-755.103405,0.002854965,-754.851509,-754.848919,0.00259
CTJMNBROBOZHAP-UHFFFAOYSA-N,Fc1c(N2CC(N)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,Train,-5.324,317.3191,246.5,226.18,-1108.882073,-0.029213,0.24834,0.25509,527.6193237,-0.93169,0.80653,-2.13347,-0.47057,-4.25424,16.8925,,,,,,,,,,,,,,,,,,0.404084054,0.61536493,0.769137021,4,245.0401745,-359.3457615,604.385936,13123,0.04605547,0.013994508,,-1088.517886,-1088.535292,-0.01740673,-1088.206651,-1088.223955,-0.017304
CULUWZNBISUWAS-UHFFFAOYSA-N,O=[N+]([O-])c1n(CC(=O)NCc2ccccc2)ccn1,Train,-2.81,260.2518,190.5,199.805,-908.953118,-0.024744,0.20113,0.28343,472.7465515,-0.68469,0.68034,-1.50857,-0.84437,-2.50743,10.9473,,,,,,,,,,,,,,,,,,0.433718124,0.576388807,0.717251207,3,44.08857719,-324.9455465,369.0341237,7650,0.048239755,0.021772704,,-892.138568,-892.1477989,-0.009230903,-891.904388,-891.913853,-0.009465
CVQODEWAPZVVBU-UHFFFAOYSA-N,O=C(Oc1cc(C)cc(C)c1)NC,Train,-2.58,179.2182,99,138.325,-593.983889,-0.012553,0.30682,0.26424,414.4380188,-0.70908,0.93095,-1.27589,-1.50809,-1.95299,3.4714,,,,,,,,,,,,,,,,,,0.551959824,0.737016031,0.746497651,5,-68.26858769,-175.203063,106.9344753,2881,0.034674015,0.013509456,,-583.0487264,-583.0491787,-0.000452285,-582.834389,-582.835454,-0.001065
CVRALZAYCYJELZ-UHFFFAOYSA-N,Brc1c(Cl)cc(OP(=S)(OC)c2ccccc2)c(Cl)c1,Train,-5.66,412.0646,71.5,275.35,-4883.447043,-0.010683,0.25875,0.2738,541.399231,-0.85253,1.87475,-1.65875,-2.38752,-0.20193,4.9322,,,,,,,,,,,,,,,,,,0.652285975,0.743869392,0.819418416,9,48.05405442,-117.5981886,165.652243,3304,0.0320468,0.006197824,,-4823.617105,-4823.61935,-0.00224519,-4823.430235,-4823.433342,-0.003107
CVUGPAFCQJIYDT-UHFFFAOYSA-N,ClC(Cl)(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,Train,-6.62,354.4901,74.6,243.016,-2839.757913,-0.006669,0.25652,0.28009,499.493042,-0.32051,0.30754,0,-2.49616,0.08079,3.349,,,,,,,,,,,,,,,,,,0.684955336,0.710357489,0.877322184,5,145.3591428,-5.720889561,151.0800323,3776,0.031280422,0.005607795,,-2801.775618,-2801.775998,-0.00037987,-2801.603209,-2801.601813,0.001396
CWJSHJJYOPWUGX-UHFFFAOYSA-N,Clc1cc(NC(=O)OC(C)C)ccc1,Train,-3.38497,213.6633,39,158.523,-1053.591641,-0.010035,0.29229,0.26113,431.9839172,-0.70838,0.94397,-1.26881,-1.33788,-1.92924,6.0035,,,,,,,,,,,,,,,,,,0.514484462,0.62179778,0.781815326,5,3.86312344,-151.3265432,155.1896667,4599,-0.032904228,0.012091988,,-1037.056606,-1037.057622,-0.00101606,-1036.853419,-1036.855051,-0.001632
CWRYPZZKDGJXCA-UHFFFAOYSA-N,c12c3cccc1CCc2ccc3,Train,-4.54,154.211,93.4,122.745,-463.184523,-0.004319,0.27812,0.23549,347.111145,-0.48075,0.26146,0,-2.53842,0,1.416,,,,,,,,,,,,,,,,,,0.485714286,0.539267016,0.909090909,10,-42.88961316,-67.21962502,24.33001186,1335,-0.02592481,0.003028096,,-454.6977108,-454.6952903,0.002420479,-454.517269,-454.51496,0.002309
CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1C(c2ccccc2)(c2ccccc2)NC(=O)N1,Train,-4.10651,252.272,295.5,169.985,-838.662709,-0.01715,0.27655,0.28259,458.2911377,-0.67364,0.82698,-1.28658,-0.87599,-2.62406,4.0164,,,,,,,,,,,,,,,,,,0.642697816,0.767196162,0.966976963,5,50.63501083,-173.182639,223.8176499,5849,0.031022558,0.012273712,,-823.2008853,-823.2036216,-0.002736335,-822.963859,-822.966851,-0.002992
CXWXQJXEFPUFDZ-UHFFFAOYSA-N,c12c(cccc1)CCCC2,Train,-4.37,132.2048,-35.35,119.485,-388.160196,-0.003091,0.3062,0.26228,328.6447144,-0.47901,0.25384,0,-2.95873,0,1.0768,,,,,,,,,,,,,,,,,,0.603052034,0.720158685,0.804761905,2,-43.63831472,-43.63831472,0,824,-0.02732841,0.004120455,,-381.0727674,-381.0701728,0.002594564,-380.876124,-380.873731,0.002393
CYFLXLSBHQBMFT-UHFFFAOYSA-N,S(=O)(=O)(Nc1oc(C)c(C)n1)c1ccc(N)cc1,Train,-2.44,267.302,185,176.697,-1214.910674,-0.02259,0.27392,0.24863,482.2610779,-0.96625,2.30599,-2.39772,-1.61154,-2.35981,11.0449,,,,,,,,,,,,,,,,,,0.65247668,0.771548417,0.939557946,6,-33.05884767,-315.6601915,282.6013438,4986,-0.055842637,0.019179557,,-1194.565053,-1194.589827,-0.02477382,-1194.333112,-1194.358106,-0.024994
CZGCEKJOLUNIFY-UHFFFAOYSA-N,Clc1ccc([N+](=O)[O-])cc1,Train,-2.92,157.5561,83.41665,111.158,-896.313239,-0.008504,0.20475,0.31249,305.4895935,-0.40775,0.50079,-0.8155,-0.84129,-0.29059,4.4842,,,,,,,,,,,,,,,,,,0.400900887,0.556962025,0.702702662,8,32.52415029,-110.701659,143.2258093,2651,-0.041758453,0.011466399,,-882.5920912,-882.594281,-0.002189772,-882.519259,-882.521055,-0.001796
CZIHNRWJTSTCEX-UHFFFAOYSA-N,O=C(Nc1cc2c(c3c(cccc3)C2)cc1)C,Train,-4.235,223.2738,194,184.474,-709.278759,-0.013857,0.2763,0.23524,450.1101379,-0.76892,0.68598,-0.6908,-2.26087,-1.31034,4.4137,,,,,,,,,,,,,,,,,,0.318750013,0.53869328,0.584269663,5,16.38109082,-161.3141237,177.6952145,4499,0.037743654,0.018674851,,-696.2324034,-696.2336735,-0.001270073,-695.988799,-695.992035,-0.003236
CZMRCDWAGMRECN-UGDNZRGBSA-N,O([C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@@]1(CO)[C@@H](O)[C@H](O)[C@@H](CO)O1,Train,0.79,342.2992,186,229.073,-1297.661743,-0.031679,0.29706,0.2916,493.2972412,-0.81677,0.52775,-8.24099,0.65766,-8.24099,6.0748,,,,,,,,,,,,,,,,,,0.694583487,0.714285714,0.982271898,8,67.32635474,-294.9191294,362.2454842,7299,0.044757927,0.022027391,,-1273.966076,-1274.002721,-0.03664535,-1273.587226,-1273.623535,-0.036309
CZPWVGJYEJSRLH-UHFFFAOYSA-N,n1cnccc1,Test,1.1,80.089,21,80.481,-264.292318,-0.007045,0.26162,0.29178,226.633606,-0.50907,0.27105,0,0.01921,-1.01814,3.3355,,,,,,,,,,,,,,,,,,0.526946108,0.554140127,1,3,18.90576945,-81.72731057,100.63308,2833,0.035521737,0.008663703,,-259.3862115,-259.3939651,-0.007753534,-259.325843,-259.333509,-0.007666
DBABZHXKTCFAPX-UHFFFAOYSA-N,S(=O)(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,Train,-4.021,285.3574,198.5,198.613,-1260.392203,-0.021123,0.22781,0.29141,490.5489502,-0.9729,2.32203,-3.27077,-3.34566,-1.70615,7.646,,,,,,,,,,,,,,,,,,0.701204776,0.726523392,0.947712393,3,127.435285,-252.4841785,379.9194636,10338,0.036749803,0.017639689,,-1239.24766,-1239.267237,-0.01957662,-1238.930979,-1238.949921,-0.018942
DBPWSSGDRRHUNT-UHFFFAOYSA-N,O=C(C)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1,Train,-4.71,330.4662,222.5,247.757,-1043.56792,-0.016389,0.26422,0.26584,532.7588501,-0.78492,0.59563,-2.04362,-5.75296,-2.04362,8.5791,,,,,,,,,,,,,,,,,,0.525838609,0.652564763,0.906585898,9,88.0197789,-206.4815875,294.5013664,9091,0.029568157,0.007103067,,-1024.597842,-1024.600553,-0.00271131,-1024.077343,-1024.079791,-0.002448
